id, user_agent, times_seen, simple_software_string, simple_sub_description_string, simple_operating_platform_string, software, software_name, software_name_code, software_version, software_version_full, operating_system, operating_system_name, operating_system_name_code, operating_system_version, operating_system_version_full, operating_system_flavour, operating_system_flavour_code, operating_system_frameworks, operating_platform, operating_platform_code, operating_platform_vendor_name, software_type, software_sub_type, software_type_specific, hardware_type, hardware_sub_type, hardware_sub_sub_type, hardware_type_specific, layout_engine_name, layout_engine_version, extra_info, extra_info_dict, capabilities, detected_addons, first_seen_at, last_seen_at
36,"Mozilla/5.0 (BB10; Touch) AppleWebKit/537.35+ (KHTML, like Gecko) Version/10.3.2.2339 Mobile Safari/537.35+",19,Blackberry Browser on BlackBerry Z Series,,,Blackberry Browser,Blackberry Browser,blackberry-browser,,,,,,,,,,[],BlackBerry Z Series,,BlackBerry,browser,web-browser,,mobile,phone,,,WebKit,"[u'537', u'35']",{},{},"[""Touch capability""]",[],2016-03-13 12:03:27.000000,2018-03-04 06:20:05.299584
37,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",5597,Chrome 43 on Windows Vista,,,Chrome 43,Chrome,chrome,43,43.0.2357.65,Windows Vista,Windows,windows,Vista,NT 6.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008"", ""32 bit compatibility layer""]}",{},[],[],2016-03-13 12:03:27.000000,2018-01-09 21:01:32.465252
38,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,810763,Internet Explorer 11 on Windows 7,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']","{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2013-11-13 22:09:16.000000,2018-12-17 11:00:02.651624
39,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,9486,Firefox 40 on Windows 10,,,Firefox 40,Firefox,firefox,40,40.0,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Gecko,[u'20100101'],"{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-08-14 10:26:34.000000,2018-12-07 21:05:31.193005
40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:40.0) Gecko/20100101 Firefox/40.0,4887,Firefox 40 on Mac OS X (Yosemite),,,Firefox 40,Firefox,firefox,40,40.0,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10,,,[],,,,browser,web-browser,,computer,,,,Gecko,[u'20100101'],{},{},[],[],2015-07-24 12:22:15.000000,2018-11-26 19:10:37.400542
41,"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 525) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",109,Internet Explorer Mobile 11 on Windows Phone 8.1,,Nokia Lumia 525,Internet Explorer Mobile 11,Internet Explorer Mobile,internet-explorer-mobile,11,11.0,Windows Phone 8.1,Windows Phone,windows-phone,8.1,8.1,,,[],Lumia 525,525,Nokia,browser,web-browser,,mobile,phone,,,Trident,"[u'7', u'0']",{},"{""Hardware Architecture"": ""ARM""}","[""Touch capability""]",[],2016-03-13 12:03:27.000000,2018-09-07 07:02:15.215367
42,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36",600,Chrome 44 on Windows 8.1,,,Chrome 44,Chrome,chrome,44,44.0.2403.107,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-07-26 23:04:49.000000,2018-12-04 05:06:08.201137
43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:37.0) Gecko/20100101 Firefox/37.0,1313,Firefox 37 on Mac OS X (Yosemite),,,Firefox 37,Firefox,firefox,37,37.0,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10,,,[],,,,browser,web-browser,,computer,,,,Gecko,[u'20100101'],{},{},[],[],2015-03-24 01:30:55.000000,2018-10-16 15:00:40.518636
44,Mozilla/5.0 (Windows NT 5.1; WOW64; Trident/7.0; rv:11.0) like Gecko,8073,Internet Explorer 11 on Windows XP,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows XP,Windows,windows,XP,NT 5.1,,,[],,,,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-03-22 06:34:29.000000,2018-11-24 17:15:37.000000
45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/44.0.2403.89 Chrome/44.0.2403.89 Safari/537.36",601,Chromium 44 on Ubuntu Linux,,,Chromium 44,Chromium,chromium,44,44.0.2403.89,Ubuntu Linux,Linux,linux,,,Ubuntu,ubuntu,[],,,,browser,web-browser,,computer,,,,WebKit,"[u'537', u'36']","{""20"": [""X11 Window System""]}","{""Hardware Architecture"": ""x64""}",[],[],2015-09-01 16:07:05.000000,2018-03-04 06:20:06.394119
46,"Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4",14813,Safari 8 on iOS 8.4,,Apple iPad,Safari 8,Safari,safari,8,8.0,iOS 8.4,iOS,ios,8.4,8.4,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[u'600', u'1', u'4']",{},"{""Mobile Build"": ""12H143""}",[],[],2015-07-01 20:31:55.000000,2018-12-07 12:05:28.278503
47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) QuickLook/5.0",135,Webkit based browser on Mac OS X (Yosemite),,,Webkit based browser,Webkit based browser,webkit-based-browser,,,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10,,,[],,,,browser,web-browser,,computer,,,,WebKit,"[u'600', u'1', u'25']",{},{},[],[],2015-11-30 04:35:32.000000,2018-03-04 06:20:06.646423
48,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:40.0) Gecko/20100101 Firefox/40.0,1816,Firefox 40 on Ubuntu Linux,,,Firefox 40,Firefox,firefox,40,40.0,Ubuntu Linux,Linux,linux,,,Ubuntu,ubuntu,[],,,,browser,web-browser,,computer,,,,Gecko,[u'20100101'],"{""20"": [""X11 Window System""]}","{""Hardware Architecture"": ""x64""}",[],[],2015-08-16 21:52:05.000000,2018-12-02 15:05:35.303671
49,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MATBJS; rv:11.0) like Gecko,1435,Internet Explorer 11 on Windows 8.1,,Toshiba,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Toshiba,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-01-31 09:11:31.000000,2018-12-14 19:01:00.523967
50,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36",72,Chrome 44 on Windows Vista,,,Chrome 44,Chrome,chrome,44,44.0.2403.155,Windows Vista,Windows,windows,Vista,NT 6.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008"", ""32 bit compatibility layer""]}",{},[],[],2015-08-14 13:17:09.000000,2018-04-07 12:01:12.670578
51,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,8585,Internet Explorer 11 on Windows 10,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']",{},{},[],[],2015-08-29 15:46:37.000000,2018-12-15 00:00:16.624459
52,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),5434,Internet Explorer 6 on Windows XP SP2,,,Internet Explorer 6,Internet Explorer,internet-explorer,6,6.0,Windows XP SP2,Windows,windows,XP SP2,NT 5.1,,,"[{""code"": ""microsoft-dotnet"", ""name"": ""Microsoft .Net"", ""versions"": [{""simple"": ""2.0"", ""full"": [""2"", ""0"", ""50727""]}, {""simple"": ""3.0"", ""full"": [""3"", ""0"", ""4506"", ""2152""]}, {""simple"": ""3.5"", ""full"": [""3"", ""5"", ""30729""]}]}]",,,,browser,web-browser,,computer,,,,Trident,[],{},{},[],[],2008-09-15 15:53:43.000000,2018-12-04 05:18:46.507823
53,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0,397,Firefox 35 on Windows Vista,,,Firefox 35,Firefox,firefox,35,35.0,Windows Vista,Windows,windows,Vista,NT 6.0,,,[],,,,browser,web-browser,,computer,,,,Gecko,[u'20100101'],"{""20"": [""Possibly running on Windows Server 2008"", ""32 bit compatibility layer""]}",{},[],[],2015-01-26 14:17:07.000000,2018-01-30 00:00:13.018122
54,"Mozilla/5.0 (Linux; U; Android 4.3; en-us; ZTE-Z667G Build/JLS36C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",280,Android Browser 4 on Android (Jelly Bean),,ZTE Z667G,Android Browser 4,Android Browser,android-browser,4,4.0,Android (Jelly Bean),Android,android,Jelly Bean,4.3,,,[],ZTE Z667G,Z667G,ZTE,browser,web-browser,,mobile,,,,WebKit,"[u'534', u'30']",{},"{""System Build"": ""JLS36C""}",[],[],2015-03-22 11:43:47.000000,2018-09-01 00:01:43.844837
55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",8810,Chrome 44 on Windows 7,,,Chrome 44,Chrome,chrome,44,44.0.2403.157,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2015-08-23 11:02:48.000000,2018-12-02 14:04:18.128643
56,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; ASU2JS; rv:11.0) like Gecko,1406,Internet Explorer 11 on Windows 8.1,,Asus,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Asus,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']","{""20"": [""32 bit compatibility layer""]}",{},"[""Touch capability""]",[],2014-02-03 21:35:16.000000,2018-12-16 15:00:09.844595
57,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,48694,Firefox 38 on Windows 7,,,Firefox 38,Firefox,firefox,38,38.0,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Gecko,[u'20100101'],"{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2015-03-22 12:45:09.000000,2018-12-15 05:00:26.005350
58,Mozilla/5.0 (Windows NT 6.0; WOW64; Trident/7.0; rv:11.0) like Gecko,7794,Internet Explorer 11 on Windows Vista,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows Vista,Windows,windows,Vista,NT 6.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']","{""20"": [""Possibly running on Windows Server 2008"", ""32 bit compatibility layer""]}",{},[],[],2015-03-22 06:57:53.000000,2018-02-01 09:01:08.191916
59,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,176256,Internet Explorer 11 on Windows 10,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-08-26 21:34:58.000000,2018-12-17 11:00:05.143978
60,"Mozilla/5.0 (Windows NT 5.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",5435,Chrome 43 on Windows XP,,,Chrome 43,Chrome,chrome,43,43.0.2357.65,Windows XP,Windows,windows,XP,NT 5.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""32 bit compatibility layer""]}",{},[],[],2016-03-13 12:03:27.000000,2016-03-14 12:31:03.000000
61,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",32011,Chrome 43 on Windows 7,,,Chrome 43,Chrome,chrome,43,43.0.2357.65,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2015-05-21 11:10:44.000000,2018-12-17 00:00:21.436686
62,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4",28848,Safari 8 on iOS 8.3,,Apple iPad,Safari 8,Safari,safari,8,8.0,iOS 8.3,iOS,ios,8.3,8.3,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[u'600', u'1', u'4']",{},"{""Mobile Build"": ""12F69""}",[],[],2015-04-10 01:25:55.000000,2018-12-17 02:00:15.633150
63,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,4340,Firefox 39 on Windows Vista,,,Firefox 39,Firefox,firefox,39,39.0,Windows Vista,Windows,windows,Vista,NT 6.0,,,[],,,,browser,web-browser,,computer,,,,Gecko,[u'20100101'],"{""20"": [""Possibly running on Windows Server 2008"", ""32 bit compatibility layer""]}",{},[],[],2015-08-02 12:49:48.000000,2018-09-12 13:00:20.626163
64,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",11075,Safari 8 on iOS 8.4,,Apple iPhone,Safari 8,Safari,safari,8,8.0,iOS 8.4,iOS,ios,8.4,8.4.1,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[u'600', u'1', u'4']",{},"{""Mobile Build"": ""12H321""}",[],[],2015-08-15 06:43:39.000000,2018-12-13 01:00:33.393721
65,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,3547,Internet Explorer 11 on Windows 8.1,,Toshiba,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,Toshiba,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-03-22 06:39:21.000000,2018-12-16 20:00:47.770402
66,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,84770,Firefox 41 on Windows 7,,,Firefox 41,Firefox,firefox,41,41.0,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Gecko,[u'20100101'],"{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2015-09-23 15:55:44.000000,2018-12-17 07:00:22.318757
67,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2),897,Internet Explorer 8 on Windows 7,,,Internet Explorer 8,Internet Explorer,internet-explorer,8,8,Windows 7,Windows,windows,7,NT 6.1,,,"[{""code"": ""microsoft-dotnet"", ""name"": ""Microsoft .Net"", ""versions"": [{""simple"": ""4.0"", ""full"": [""4"", ""0C""]}, {""simple"": ""4.0"", ""full"": [""4"", ""0E""]}, {""simple"": ""2.0"", ""full"": [""2"", ""0"", ""50727""]}, {""simple"": ""3.5"", ""full"": [""3"", ""5"", ""30729""]}, {""simple"": ""3.0"", ""full"": [""3"", ""0"", ""30729""]}]}]",,,,browser,web-browser,,computer,,,,Trident,"[u'4', u'0']","{""20"": [""Media Center PC v6.0""]}",{},[],"[""InfoPath XML MIME Filter v2"", ""Microsoft Windows Security Licensing v2.0""]",2010-08-26 13:21:23.000000,2018-09-04 07:02:25.256075
68,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,224214,Internet Explorer 11 on Windows 7,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Trident,"[u'7', u'0']","{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],[],2013-11-15 10:33:02.000000,2018-12-17 11:00:25.814726
69,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",28185,Safari 7 on iOS 7.1,,Apple iPad,Safari 7,Safari,safari,7,7.0,iOS 7.1,iOS,ios,7.1,7.1.2,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[u'537', u'51', u'2']",{},"{""Mobile Build"": ""11D257""}",[],[],2014-08-06 16:57:26.000000,2018-12-16 07:00:25.307926
70,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36",591,Chrome 44 on Windows 7,,,Chrome 44,Chrome,chrome,44,44.0.2403.155,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],[],2015-08-16 19:43:03.000000,2018-11-13 20:02:20.942554
